enum	module	file	line	site_kind	site_text	included_reason
AccessPathKind	db::executor::plan_metrics	crates/icydb-core/src/db/executor/plan_metrics.rs	55	match-arm-or-constructor	AccessPathKind::ByKey => PlanKind::ByKey,	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::plan_metrics	crates/icydb-core/src/db/executor/plan_metrics.rs	56	match-arm-or-constructor	AccessPathKind::ByKeys => PlanKind::ByKeys,	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::plan_metrics	crates/icydb-core/src/db/executor/plan_metrics.rs	57	match-arm-or-constructor	AccessPathKind::KeyRange => PlanKind::KeyRange,	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::plan_metrics	crates/icydb-core/src/db/executor/plan_metrics.rs	58	match-arm-or-constructor	AccessPathKind::IndexPrefix => PlanKind::IndexPrefix,	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::plan_metrics	crates/icydb-core/src/db/executor/plan_metrics.rs	59	match-arm-or-constructor	AccessPathKind::IndexMultiLookup => PlanKind::IndexMultiLookup,	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::plan_metrics	crates/icydb-core/src/db/executor/plan_metrics.rs	60	match-arm-or-constructor	AccessPathKind::IndexRange => PlanKind::IndexRange,	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::plan_metrics	crates/icydb-core/src/db/executor/plan_metrics.rs	61	match-arm-or-constructor	AccessPathKind::FullScan => PlanKind::FullScan,	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	34	match-arm-or-constructor	AccessPathKind::ByKey	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	35	match-arm-or-constructor	| AccessPathKind::ByKeys	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	36	match-arm-or-constructor	| AccessPathKind::IndexPrefix	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	37	match-arm-or-constructor	| AccessPathKind::IndexMultiLookup	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	38	match-arm-or-constructor	| AccessPathKind::IndexRange	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	49	match-arm-or-constructor	AccessPathKind::KeyRange | AccessPathKind::FullScan	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	60	match-arm-or-constructor	AccessPathKind::ByKey | AccessPathKind::ByKeys	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	71	match-arm-or-constructor	AccessPathKind::ByKeys | AccessPathKind::IndexMultiLookup	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	82	match-arm-or-constructor	AccessPathKind::ByKey | AccessPathKind::KeyRange | AccessPathKind::FullScan	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	101	match-arm-or-constructor	AccessPathKind::ByKey	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	102	match-arm-or-constructor	| AccessPathKind::ByKeys	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	103	match-arm-or-constructor	| AccessPathKind::FullScan	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	104	match-arm-or-constructor	| AccessPathKind::KeyRange	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	105	match-arm-or-constructor	| AccessPathKind::IndexPrefix	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	106	match-arm-or-constructor	| AccessPathKind::IndexRange	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	117	match-arm-or-constructor	AccessPathKind::ByKey	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	118	match-arm-or-constructor	| AccessPathKind::ByKeys	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	119	match-arm-or-constructor	| AccessPathKind::FullScan	semi-mechanical direct enum-qualified reference
AccessPathKind	db::executor::planning::route::capability_facts	crates/icydb-core/src/db/executor/planning/route/capability_facts.rs	120	match-arm-or-constructor	| AccessPathKind::KeyRange	semi-mechanical direct enum-qualified reference
AccessPathKind	db::query::intent::cache_key	crates/icydb-core/src/db/query/intent/cache_key.rs	438	match-arm-or-constructor	AccessPathKind::ByKey => path.as_by_key().map_or_else(	semi-mechanical direct enum-qualified reference
AccessPathKind	db::query::intent::cache_key	crates/icydb-core/src/db/query/intent/cache_key.rs	442	match-arm-or-constructor	AccessPathKind::ByKeys => path.as_by_keys().map_or_else(	semi-mechanical direct enum-qualified reference
AccessPathKind	db::query::intent::cache_key	crates/icydb-core/src/db/query/intent/cache_key.rs	446	match-arm-or-constructor	AccessPathKind::KeyRange => path.as_key_range().map_or_else(	semi-mechanical direct enum-qualified reference
AccessPathKind	db::query::intent::cache_key	crates/icydb-core/src/db/query/intent/cache_key.rs	453	match-arm-or-constructor	AccessPathKind::IndexPrefix => path.as_index_prefix_contract().map_or_else(	semi-mechanical direct enum-qualified reference
AccessPathKind	db::query::intent::cache_key	crates/icydb-core/src/db/query/intent/cache_key.rs	460	match-arm-or-constructor	AccessPathKind::IndexMultiLookup => path.as_index_multi_lookup_contract().map_or_else(	semi-mechanical direct enum-qualified reference
AccessPathKind	db::query::intent::cache_key	crates/icydb-core/src/db/query/intent/cache_key.rs	467	match-arm-or-constructor	AccessPathKind::IndexRange => path.as_index_range().map_or_else(	semi-mechanical direct enum-qualified reference
AccessPathKind	db::query::intent::cache_key	crates/icydb-core/src/db/query/intent/cache_key.rs	481	match-arm-or-constructor	AccessPathKind::FullScan => Self::FullScan,	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::contracts::execution::plan	crates/icydb-core/src/db/executor/planning/route/contracts/execution/plan.rs	65	match-arm-or-constructor	route_shape_kind: RouteShapeKind::AggregateGrouped,	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::contracts::execution::plan	crates/icydb-core/src/db/executor/planning/route/contracts/execution/plan.rs	144	match-arm-or-constructor	RouteShapeKind::AggregateGrouped => {	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::contracts::execution::plan	crates/icydb-core/src/db/executor/planning/route/contracts/execution/plan.rs	174	match-arm-or-constructor	RouteShapeKind::LoadScalar	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::contracts::execution::plan	crates/icydb-core/src/db/executor/planning/route/contracts/execution/plan.rs	175	match-arm-or-constructor	| RouteShapeKind::AggregateCount	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::contracts::execution::plan	crates/icydb-core/src/db/executor/planning/route/contracts/execution/plan.rs	176	match-arm-or-constructor	| RouteShapeKind::AggregateNonCount	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::contracts::execution::plan	crates/icydb-core/src/db/executor/planning/route/contracts/execution/plan.rs	177	match-arm-or-constructor	| RouteShapeKind::MutationDelete => None,	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::execution::aggregate_count	crates/icydb-core/src/db/executor/planning/route/planner/execution/aggregate_count.rs	64	match-arm-or-constructor	route_shape_kind: RouteShapeKind::AggregateCount,	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::execution::aggregate_grouped	crates/icydb-core/src/db/executor/planning/route/planner/execution/aggregate_grouped.rs	29	match-arm-or-constructor	route_shape_kind: RouteShapeKind::AggregateGrouped,	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::execution::aggregate_non_count	crates/icydb-core/src/db/executor/planning/route/planner/execution/aggregate_non_count.rs	61	match-arm-or-constructor	route_shape_kind: RouteShapeKind::AggregateNonCount,	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::execution::load_scalar	crates/icydb-core/src/db/executor/planning/route/planner/execution/load_scalar.rs	33	match-arm-or-constructor	route_shape_kind: RouteShapeKind::LoadScalar,	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::execution	crates/icydb-core/src/db/executor/planning/route/planner/execution/mod.rs	69	match-arm-or-constructor	if route_shape_kind == RouteShapeKind::LoadScalar {	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::execution	crates/icydb-core/src/db/executor/planning/route/planner/execution/mod.rs	71	match-arm-or-constructor	} else if route_shape_kind == RouteShapeKind::MutationDelete {	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::execution	crates/icydb-core/src/db/executor/planning/route/planner/execution/mod.rs	78	match-arm-or-constructor	} else if route_shape_kind == RouteShapeKind::AggregateCount {	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::execution	crates/icydb-core/src/db/executor/planning/route/planner/execution/mod.rs	83	match-arm-or-constructor	} else if route_shape_kind == RouteShapeKind::AggregateNonCount {	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::execution	crates/icydb-core/src/db/executor/planning/route/planner/execution/mod.rs	89	match-arm-or-constructor	} else if route_shape_kind == RouteShapeKind::AggregateGrouped {	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::intent	crates/icydb-core/src/db/executor/planning/route/planner/intent.rs	25	match-arm-or-constructor	(true, _) => RouteShapeKind::AggregateGrouped,	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::intent	crates/icydb-core/src/db/executor/planning/route/planner/intent.rs	27	match-arm-or-constructor	RouteShapeKind::AggregateCount	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::intent	crates/icydb-core/src/db/executor/planning/route/planner/intent.rs	29	match-arm-or-constructor	(false, Some(_)) => RouteShapeKind::AggregateNonCount,	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::intent	crates/icydb-core/src/db/executor/planning/route/planner/intent.rs	30	match-arm-or-constructor	(false, None) => RouteShapeKind::LoadScalar,	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::intent	crates/icydb-core/src/db/executor/planning/route/planner/intent.rs	57	if-let-or-matches	|| (matches!(stage.route_shape_kind, RouteShapeKind::MutationDelete)	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::intent	crates/icydb-core/src/db/executor/planning/route/planner/intent.rs	73	if-let-or-matches	if !matches!(stage.route_shape_kind, RouteShapeKind::MutationDelete) {	semi-mechanical direct enum-qualified reference
RouteShapeKind	db::executor::planning::route::planner::intent	crates/icydb-core/src/db/executor/planning/route/planner/intent.rs	148	match-arm-or-constructor	RouteShapeKind::MutationDelete,	semi-mechanical direct enum-qualified reference
Predicate	db::access::path	crates/icydb-core/src/db/access/path.rs	410	match-arm-or-constructor	.map_or(Predicate::False, |predicate| normalize(&predicate)),	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain::descriptor::shared::predicate	crates/icydb-core/src/db/executor/explain/descriptor/shared/predicate.rs	268	match-arm-or-constructor	.map(ExplainPredicate::from_predicate)	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	536	if-let-or-matches	if matches!(predicate, ExplainPredicate::None) {	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	562	match-arm-or-constructor	ExplainPredicate::Compare { coercion, .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	563	match-arm-or-constructor	| ExplainPredicate::CompareFields { coercion, .. } => coercion.id != CoercionId::Strict,	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	564	match-arm-or-constructor	ExplainPredicate::And(children) | ExplainPredicate::Or(children) => children	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	567	match-arm-or-constructor	ExplainPredicate::Not(inner) => explain_predicate_contains_non_strict_compare(inner),	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	568	match-arm-or-constructor	ExplainPredicate::None	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	569	match-arm-or-constructor	| ExplainPredicate::True	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	570	match-arm-or-constructor	| ExplainPredicate::False	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	571	match-arm-or-constructor	| ExplainPredicate::IsNull { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	572	match-arm-or-constructor	| ExplainPredicate::IsNotNull { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	573	match-arm-or-constructor	| ExplainPredicate::IsMissing { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	574	match-arm-or-constructor	| ExplainPredicate::IsEmpty { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	575	match-arm-or-constructor	| ExplainPredicate::IsNotEmpty { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	576	match-arm-or-constructor	| ExplainPredicate::TextContains { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	577	match-arm-or-constructor	| ExplainPredicate::TextContainsCi { .. } => false,	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	584	match-arm-or-constructor	ExplainPredicate::IsNull { .. } => true,	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	585	match-arm-or-constructor	ExplainPredicate::And(children) | ExplainPredicate::Or(children) => {	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	588	match-arm-or-constructor	ExplainPredicate::Not(inner) => explain_predicate_contains_is_null(inner),	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	589	match-arm-or-constructor	ExplainPredicate::None	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	590	match-arm-or-constructor	| ExplainPredicate::True	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	591	match-arm-or-constructor	| ExplainPredicate::False	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	592	match-arm-or-constructor	| ExplainPredicate::Compare { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	593	match-arm-or-constructor	| ExplainPredicate::CompareFields { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	594	match-arm-or-constructor	| ExplainPredicate::IsNotNull { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	595	match-arm-or-constructor	| ExplainPredicate::IsMissing { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	596	match-arm-or-constructor	| ExplainPredicate::IsEmpty { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	597	match-arm-or-constructor	| ExplainPredicate::IsNotEmpty { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	598	match-arm-or-constructor	| ExplainPredicate::TextContains { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	599	match-arm-or-constructor	| ExplainPredicate::TextContainsCi { .. } => false,	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	606	match-arm-or-constructor	ExplainPredicate::Compare {	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	611	match-arm-or-constructor	ExplainPredicate::And(children) | ExplainPredicate::Or(children) => children	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	614	match-arm-or-constructor	ExplainPredicate::Not(inner) => explain_predicate_contains_empty_prefix_starts_with(inner),	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	615	match-arm-or-constructor	ExplainPredicate::None	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	616	match-arm-or-constructor	| ExplainPredicate::True	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	617	match-arm-or-constructor	| ExplainPredicate::False	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	618	match-arm-or-constructor	| ExplainPredicate::Compare { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	619	match-arm-or-constructor	| ExplainPredicate::CompareFields { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	620	match-arm-or-constructor	| ExplainPredicate::IsNull { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	621	match-arm-or-constructor	| ExplainPredicate::IsNotNull { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	622	match-arm-or-constructor	| ExplainPredicate::IsMissing { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	623	match-arm-or-constructor	| ExplainPredicate::IsEmpty { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	624	match-arm-or-constructor	| ExplainPredicate::IsNotEmpty { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	625	match-arm-or-constructor	| ExplainPredicate::TextContains { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	626	match-arm-or-constructor	| ExplainPredicate::TextContainsCi { .. } => false,	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	633	match-arm-or-constructor	ExplainPredicate::Compare {	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	637	match-arm-or-constructor	| ExplainPredicate::TextContains { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	638	match-arm-or-constructor	| ExplainPredicate::TextContainsCi { .. } => true,	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	639	match-arm-or-constructor	ExplainPredicate::And(children) | ExplainPredicate::Or(children) => children	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	642	match-arm-or-constructor	ExplainPredicate::Not(inner) => explain_predicate_contains_text_scan_operator(inner),	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	643	match-arm-or-constructor	ExplainPredicate::Compare { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	644	match-arm-or-constructor	| ExplainPredicate::CompareFields { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	645	match-arm-or-constructor	| ExplainPredicate::None	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	646	match-arm-or-constructor	| ExplainPredicate::True	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	647	match-arm-or-constructor	| ExplainPredicate::False	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	648	match-arm-or-constructor	| ExplainPredicate::IsNull { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	649	match-arm-or-constructor	| ExplainPredicate::IsNotNull { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	650	match-arm-or-constructor	| ExplainPredicate::IsMissing { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	651	match-arm-or-constructor	| ExplainPredicate::IsEmpty { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	652	match-arm-or-constructor	| ExplainPredicate::IsNotEmpty { .. } => false,	semi-mechanical direct enum-qualified reference
Predicate	db::index::plan	crates/icydb-core/src/db/index/plan/mod.rs	87	match-arm-or-constructor	.map_or(Predicate::False, |predicate| normalize(&predicate));	semi-mechanical direct enum-qualified reference
Predicate	db::index::plan	crates/icydb-core/src/db/index/plan/mod.rs	101	match-arm-or-constructor	.map_or(Predicate::False, |predicate| normalize(&predicate));	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	140	if-let-or-matches	if let ExecutablePredicate::And(children) = predicate {	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	153	if-let-or-matches	if let ExecutablePredicate::And(children) = predicate {	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	167	if-let-or-matches	let child_program = if let ExecutablePredicate::And(nested) = child {	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	209	if-let-or-matches	let child_program = if let ExecutablePredicate::And(nested) = child {	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	245	match-arm-or-constructor	ExecutablePredicate::True => Some(IndexPredicateProgram::True),	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	246	match-arm-or-constructor	ExecutablePredicate::False => Some(IndexPredicateProgram::False),	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	247	match-arm-or-constructor	ExecutablePredicate::And(children) => Some(IndexPredicateProgram::And(	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	253	match-arm-or-constructor	ExecutablePredicate::Or(children) => Some(IndexPredicateProgram::Or(	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	259	match-arm-or-constructor	ExecutablePredicate::Not(inner) => Some(IndexPredicateProgram::Not(Box::new(	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	262	match-arm-or-constructor	ExecutablePredicate::Compare(cmp) => compile_compare_index_node(cmp, index_slots),	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	263	match-arm-or-constructor	ExecutablePredicate::IsNull { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	264	match-arm-or-constructor	| ExecutablePredicate::IsNotNull { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	265	match-arm-or-constructor	| ExecutablePredicate::IsMissing { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	266	match-arm-or-constructor	| ExecutablePredicate::IsEmpty { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	267	match-arm-or-constructor	| ExecutablePredicate::IsNotEmpty { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	268	match-arm-or-constructor	| ExecutablePredicate::TextContains { .. }	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	269	match-arm-or-constructor	| ExecutablePredicate::TextContainsCi { .. } => None,	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	280	match-arm-or-constructor	ExecutablePredicate::True => Some(IndexPredicateProgram::True),	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	281	match-arm-or-constructor	ExecutablePredicate::False => Some(IndexPredicateProgram::False),	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	282	match-arm-or-constructor	ExecutablePredicate::And(children) => Some(IndexPredicateProgram::And(	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	290	match-arm-or-constructor	ExecutablePredicate::Or(children) => Some(IndexPredicateProgram::Or(	semi-mechanical direct enum-qualified reference
Predicate	db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	298	match-arm-or-constructor	ExecutablePredicate::Not(inner) => Some(IndexPredicateProgram::Not(Box::new(	semi-mechanical direct enum-qualified reference
